Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Role,Invoice amount,Discount,Country
46,14/01/2020 09:41:00,14/01/2020 09:50:00,Create Purchase Order,Magdalena Predutta,Purchasing Agent,1285455.0,239010.14,NZL
46,16/01/2020 06:43:00,16/01/2020 07:01:00,Confirm Purchase Order,Karen Clarens,Supplier,1285455.0,239010.14,NZL
46,16/01/2020 20:52:00,17/01/2020 10:10:00,Deliver Goods Services,Sean Manney,Supplier,1285455.0,239010.14,NZL
46,17/01/2020 17:44:00,17/01/2020 17:45:00,Release Purchase Order,Clement Duchot,Requester,1285455.0,239010.14,NZL
46,18/01/2020 18:00:00,18/01/2020 18:01:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,1285455.0,239010.14,NZL
46,20/01/2020 20:29:00,20/01/2020 20:29:00,Send invoice,Sean Manney,Supplier,1285455.0,239010.14,NZL
46,21/01/2020 10:56:00,21/01/2020 11:01:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,1285455.0,239010.14,NZL
46,21/01/2020 11:01:00,21/01/2020 11:01:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,1285455.0,239010.14,NZL
46,21/01/2020 11:34:00,21/01/2020 11:42:00,Pay invoice,Pedro Alvares,Financial Manager,1285455.0,239010.14,NZL
51,07/01/2020 03:53:00,07/01/2020 04:42:00,Create Purchase Requisition,Christian Francois,Requester,1428548.5,332554.61,SGP
51,07/01/2020 20:48:00,07/01/2020 20:55:00,Analyze Purchase Requisition,Heinz Gutschmidt,Requester Manager,1428548.5,332554.61,SGP
51,07/01/2020 20:58:00,07/01/2020 21:01:00,Create Request for Quotation Requester Manager,Maris Freeman,Requester Manager,1428548.5,332554.61,SGP
51,08/01/2020 03:05:00,08/01/2020 03:34:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,1428548.5,332554.61,SGP
51,08/01/2020 04:31:00,08/01/2020 04:44:00,Amend Request for Quotation Requester,Esmana Liubiata,Requester Manager,1428548.5,332554.61,SGP
51,10/01/2020 17:44:00,10/01/2020 18:14:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,1428548.5,332554.61,SGP
51,10/01/2020 19:06:00,10/01/2020 19:14:00,Amend Request for Quotation Requester,Christian Francois,Requester Manager,1428548.5,332554.61,SGP
51,12/01/2020 02:37:00,12/01/2020 02:57:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,1428548.5,332554.61,SGP
51,12/01/2020 07:34:00,12/01/2020 07:54:00,Send Request for Quotation to Supplier,Magdalena Predutta,Purchasing Agent,1428548.5,332554.61,SGP
51,12/01/2020 08:05:00,12/01/2020 14:09:00,Create Quotation comparison Map,Francois de Perrier,Purchasing Agent,1428548.5,332554.61,SGP
51,12/01/2020 20:45:00,12/01/2020 20:59:00,Analyze Quotation comparison Map,Immanuel Karagianni,Requester,1428548.5,332554.61,SGP
51,12/01/2020 20:59:00,12/01/2020 20:59:00,Choose best option,Nico Ojenbeer,Requester,1428548.5,332554.61,SGP
51,12/01/2020 23:37:00,13/01/2020 08:10:00,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,1428548.5,332554.61,SGP
51,14/01/2020 00:07:00,14/01/2020 00:15:00,Create Purchase Order,Karel de Groot,Purchasing Agent,1428548.5,332554.61,SGP
51,14/01/2020 05:19:00,14/01/2020 05:25:00,Confirm Purchase Order,Esmeralda Clay,Supplier,1428548.5,332554.61,SGP
51,14/01/2020 17:22:00,15/01/2020 19:16:00,Deliver Goods Services,Carmen Finacse,Supplier,1428548.5,332554.61,SGP
51,16/01/2020 02:57:00,16/01/2020 02:58:00,Release Purchase Order,Anna Kaufmann,Requester,1428548.5,332554.61,SGP
51,16/01/2020 11:25:00,16/01/2020 11:26:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,1428548.5,332554.61,SGP
51,17/01/2020 05:35:00,17/01/2020 05:35:00,Send invoice,Kiu Kan,Supplier,1428548.5,332554.61,SGP
51,17/01/2020 19:44:00,17/01/2020 19:47:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,1428548.5,332554.61,SGP
51,17/01/2020 19:47:00,17/01/2020 19:47:00,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,1428548.5,332554.61,SGP
51,17/01/2020 20:27:00,17/01/2020 20:37:00,Pay invoice,Pedro Alvares,Financial Manager,1428548.5,332554.61,SGP
52,07/01/2020 06:51:00,07/01/2020 07:11:00,Create Purchase Requisition,Nico Ojenbeer,Requester,1412041.75,80221.38,AUS
52,07/01/2020 09:21:00,07/01/2020 09:30:00,Create Request for Quotation Requester,Elvira Lores,Requester,1412041.75,80221.38,AUS
52,07/01/2020 13:28:00,07/01/2020 13:47:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,1412041.75,80221.38,AUS
52,09/01/2020 09:14:00,09/01/2020 09:41:00,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,1412041.75,80221.38,AUS
52,10/01/2020 04:02:00,10/01/2020 04:45:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,1412041.75,80221.38,AUS
52,10/01/2020 11:29:00,10/01/2020 11:36:00,Analyze Quotation comparison Map,Clement Duchot,Requester,1412041.75,80221.38,AUS
52,10/01/2020 11:36:00,10/01/2020 11:36:00,Choose best option,Kim Passa,Requester,1412041.75,80221.38,AUS
52,11/01/2020 07:14:00,11/01/2020 21:14:00,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,1412041.75,80221.38,AUS
52,12/01/2020 01:27:00,12/01/2020 01:34:00,Create Purchase Order,Karel de Groot,Purchasing Agent,1412041.75,80221.38,AUS
52,12/01/2020 11:47:00,12/01/2020 12:12:00,Confirm Purchase Order,Kiu Kan,Supplier,1412041.75,80221.38,AUS
52,14/01/2020 02:04:00,14/01/2020 23:51:00,Deliver Goods Services,Sean Manney,Supplier,1412041.75,80221.38,AUS
52,15/01/2020 07:43:00,15/01/2020 07:44:00,Release Purchase Order,Esmana Liubiata,Requester,1412041.75,80221.38,AUS
52,15/01/2020 17:54:00,15/01/2020 17:55:00,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,1412041.75,80221.38,AUS
52,17/01/2020 04:07:00,17/01/2020 04:07:00,Send invoice,Kiu Kan,Supplier,1412041.75,80221.38,AUS
52,17/01/2020 18:26:00,17/01/2020 18:29:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,1412041.75,80221.38,AUS
52,17/01/2020 18:29:00,17/01/2020 18:29:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,1412041.75,80221.38,AUS
52,17/01/2020 19:11:00,17/01/2020 19:21:00,Pay invoice,Pedro Alvares,Financial Manager,1412041.75,80221.38,AUS
53,07/01/2020 10:04:00,07/01/2020 10:46:00,Create Purchase Requisition,Clement Duchot,Requester,472247.53,5942.89,JPN
53,07/01/2020 15:24:00,07/01/2020 15:33:00,Create Request for Quotation Requester,Alberto Duport,Requester,472247.53,5942.89,JPN
53,08/01/2020 02:44:00,08/01/2020 03:05:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,472247.53,5942.89,JPN
53,09/01/2020 15:13:00,09/01/2020 15:41:00,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,472247.53,5942.89,JPN
53,10/01/2020 04:45:00,10/01/2020 06:06:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,472247.53,5942.89,JPN
53,10/01/2020 13:03:00,10/01/2020 13:21:00,Analyze Quotation comparison Map,Christian Francois,Requester,472247.53,5942.89,JPN
53,10/01/2020 13:21:00,10/01/2020 13:21:00,Choose best option,Anna Kaufmann,Requester,472247.53,5942.89,JPN
53,11/01/2020 05:46:00,11/01/2020 11:00:00,Settle conditions with supplier,Karel de Groot,Purchasing Agent,472247.53,5942.89,JPN
53,12/01/2020 03:11:00,12/01/2020 03:21:00,Create Purchase Order,Magdalena Predutta,Purchasing Agent,472247.53,5942.89,JPN
53,13/01/2020 00:50:00,13/01/2020 01:14:00,Confirm Purchase Order,Sean Manney,Supplier,472247.53,5942.89,JPN
53,14/01/2020 02:49:00,15/01/2020 19:37:00,Deliver Goods Services,Kiu Kan,Supplier,472247.53,5942.89,JPN
53,16/01/2020 03:06:00,16/01/2020 03:07:00,Release Purchase Order,Fjodor Kowalski,Requester,472247.53,5942.89,JPN
53,16/01/2020 14:35:00,16/01/2020 14:36:00,Approve Purchase Order for payment,Karel de Groot,Purchasing Agent,472247.53,5942.89,JPN
53,17/01/2020 06:09:00,17/01/2020 06:09:00,Send invoice,Esmeralda Clay,Supplier,472247.53,5942.89,JPN
53,17/01/2020 20:37:00,17/01/2020 20:41:00,Release Supplier's Invoice,Pedro Alvares,Financial Manager,472247.53,5942.89,JPN
53,17/01/2020 20:41:00,17/01/2020 20:41:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,472247.53,5942.89,JPN
53,17/01/2020 21:33:00,17/01/2020 21:46:00,Pay invoice,Pedro Alvares,Financial Manager,472247.53,5942.89,JPN
54,07/01/2020 14:59:00,07/01/2020 15:43:00,Create Purchase Requisition,Clement Duchot,Requester,709328.46,164474.35,AUS
54,07/01/2020 21:15:00,07/01/2020 21:25:00,Create Request for Quotation Requester,Christian Francois,Requester,709328.46,164474.35,AUS
54,08/01/2020 01:56:00,08/01/2020 02:17:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,709328.46,164474.35,AUS
54,08/01/2020 03:08:00,08/01/2020 03:21:00,Amend Request for Quotation Requester,Elvira Lores,Requester Manager,709328.46,164474.35,AUS
54,08/01/2020 04:43:00,08/01/2020 05:11:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,709328.46,164474.35,AUS
54,09/01/2020 07:11:00,09/01/2020 07:32:00,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,709328.46,164474.35,AUS
54,09/01/2020 15:51:00,09/01/2020 19:52:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,709328.46,164474.35,AUS
54,10/01/2020 02:58:00,10/01/2020 03:17:00,Analyze Quotation comparison Map,Immanuel Karagianni,Requester,709328.46,164474.35,AUS
54,10/01/2020 03:17:00,10/01/2020 03:17:00,Choose best option,Fjodor Kowalski,Requester,709328.46,164474.35,AUS
54,10/01/2020 10:20:00,10/01/2020 16:51:00,Settle conditions with supplier,Karel de Groot,Purchasing Agent,709328.46,164474.35,AUS
54,12/01/2020 01:19:00,12/01/2020 01:26:00,Create Purchase Order,Karel de Groot,Purchasing Agent,709328.46,164474.35,AUS
54,12/01/2020 13:52:00,12/01/2020 14:21:00,Confirm Purchase Order,Esmeralda Clay,Supplier,709328.46,164474.35,AUS
54,13/01/2020 23:27:00,14/01/2020 22:42:00,Deliver Goods Services,Karen Clarens,Supplier,709328.46,164474.35,AUS
54,15/01/2020 06:43:00,15/01/2020 06:44:00,Release Purchase Order,Nico Ojenbeer,Requester,709328.46,164474.35,AUS
54,15/01/2020 18:04:00,15/01/2020 18:05:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,709328.46,164474.35,AUS
54,18/01/2020 17:45:00,18/01/2020 17:45:00,Send invoice,Carmen Finacse,Supplier,709328.46,164474.35,AUS
54,19/01/2020 08:01:00,19/01/2020 08:06:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,709328.46,164474.35,AUS
54,19/01/2020 08:06:00,19/01/2020 08:06:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,709328.46,164474.35,AUS
54,19/01/2020 08:29:00,19/01/2020 08:36:00,Pay invoice,Karalda Nimwada,Financial Manager,709328.46,164474.35,AUS
50,06/01/2020 12:38:00,06/01/2020 13:05:00,Create Purchase Requisition,Esmana Liubiata,Requester,1399817.75,84501.8,SGP
50,06/01/2020 15:44:00,06/01/2020 15:50:00,Create Request for Quotation Requester,Penn Osterwalder,Requester,1399817.75,84501.8,SGP
50,06/01/2020 20:12:00,06/01/2020 20:20:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,1399817.75,84501.8,SGP
50,07/01/2020 21:01:00,07/01/2020 21:34:00,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,1399817.75,84501.8,SGP
50,08/01/2020 01:07:00,08/01/2020 03:56:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,1399817.75,84501.8,SGP
50,08/01/2020 11:03:00,08/01/2020 11:21:00,Analyze Quotation comparison Map,Esmana Liubiata,Requester,1399817.75,84501.8,SGP
50,08/01/2020 11:21:00,08/01/2020 11:21:00,Choose best option,Clement Duchot,Requester,1399817.75,84501.8,SGP
50,08/01/2020 17:46:00,09/01/2020 01:50:00,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,1399817.75,84501.8,SGP
50,09/01/2020 07:32:00,09/01/2020 07:44:00,Create Purchase Order,Francois de Perrier,Purchasing Agent,1399817.75,84501.8,SGP
50,10/01/2020 01:03:00,10/01/2020 01:16:00,Confirm Purchase Order,Karen Clarens,Supplier,1399817.75,84501.8,SGP
50,10/01/2020 15:55:00,12/01/2020 00:55:00,Deliver Goods Services,Esmeralda Clay,Supplier,1399817.75,84501.8,SGP
50,12/01/2020 08:26:00,12/01/2020 08:27:00,Release Purchase Order,Miu Hanwan,Requester,1399817.75,84501.8,SGP
50,12/01/2020 22:07:00,12/01/2020 22:08:00,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,1399817.75,84501.8,SGP
50,17/01/2020 05:35:00,17/01/2020 05:35:00,Send invoice,Kiu Kan,Supplier,1399817.75,84501.8,SGP
50,17/01/2020 19:53:00,17/01/2020 19:57:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,1399817.75,84501.8,SGP
50,17/01/2020 19:57:00,17/01/2020 19:57:00,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,1399817.75,84501.8,SGP
50,17/01/2020 20:55:00,17/01/2020 21:05:00,Pay invoice,Pedro Alvares,Financial Manager,1399817.75,84501.8,SGP
1004,26/05/2020 19:39:00,26/05/2020 19:56:00,Create Purchase Requisition,Tesca Lobes,Requester,583880.45,70821.41,NZL
1004,27/05/2020 13:35:00,27/05/2020 13:44:00,Analyze Purchase Requisition,Heinz Gutschmidt,Requester Manager,583880.45,70821.41,NZL
1004,27/05/2020 13:50:00,27/05/2020 13:51:00,Create Request for Quotation Requester Manager,Heinz Gutschmidt,Requester Manager,583880.45,70821.41,NZL
1004,31/05/2020 22:43:00,31/05/2020 23:18:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,583880.45,70821.41,NZL
1290,04/07/2020 20:21:00,04/07/2020 20:53:00,Create Purchase Requisition,Penn Osterwalder,Requester,792786.49,34038.58,SGP
1290,05/07/2020 09:05:00,05/07/2020 09:09:00,Analyze Purchase Requisition,Heinz Gutschmidt,Requester Manager,792786.49,34038.58,SGP
1008,28/05/2020 07:27:00,28/05/2020 07:50:00,Create Purchase Requisition,Fjodor Kowalski,Requester,906751.95,32995.21,NZL
1008,28/05/2020 14:05:00,28/05/2020 14:14:00,Create Request for Quotation Requester,Miu Hanwan,Requester,906751.95,32995.21,NZL
1008,09/06/2020 22:49:00,09/06/2020 23:20:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,906751.95,32995.21,NZL
1294,05/07/2020 02:21:00,05/07/2020 03:10:00,Create Purchase Requisition,Christian Francois,Requester,899266.6,200513.83,JPN
1294,06/07/2020 01:45:00,06/07/2020 01:52:00,Analyze Purchase Requisition,Francis Odell,Requester Manager,899266.6,200513.83,JPN
1294,06/07/2020 01:57:00,06/07/2020 02:00:00,Create Request for Quotation Requester Manager,Heinz Gutschmidt,Requester Manager,899266.6,200513.83,JPN
1294,22/07/2020 04:38:00,22/07/2020 05:04:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,899266.6,200513.83,JPN
281,07/02/2020 22:59:00,07/02/2020 23:19:00,Create Purchase Requisition,Alberto Duport,Requester,780674.61,83649.26,AUS
281,07/02/2020 23:56:00,08/02/2020 00:06:00,Create Request for Quotation Requester,Nico Ojenbeer,Requester,780674.61,83649.26,AUS
281,09/02/2020 22:33:00,09/02/2020 22:55:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,780674.61,83649.26,AUS
281,09/02/2020 23:28:00,09/02/2020 23:36:00,Amend Request for Quotation Requester,Tesca Lobes,Requester Manager,780674.61,83649.26,AUS
281,14/02/2020 19:58:00,14/02/2020 20:23:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,780674.61,83649.26,AUS
281,14/02/2020 21:10:00,14/02/2020 21:15:00,Amend Request for Quotation Requester,Fjodor Kowalski,Requester Manager,780674.61,83649.26,AUS
281,15/02/2020 11:56:00,15/02/2020 12:09:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,780674.61,83649.26,AUS
281,15/02/2020 20:08:00,15/02/2020 20:36:00,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,780674.61,83649.26,AUS
281,15/02/2020 23:03:00,16/02/2020 04:24:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,780674.61,83649.26,AUS
281,16/02/2020 10:55:00,16/02/2020 11:03:00,Analyze Quotation comparison Map,Nico Ojenbeer,Requester,780674.61,83649.26,AUS
281,16/02/2020 11:03:00,16/02/2020 11:03:00,Choose best option,Kim Passa,Requester,780674.61,83649.26,AUS
281,16/02/2020 20:17:00,17/02/2020 00:45:00,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,780674.61,83649.26,AUS
281,17/02/2020 16:50:00,17/02/2020 17:02:00,Create Purchase Order,Francois de Perrier,Purchasing Agent,780674.61,83649.26,AUS
281,18/02/2020 04:02:00,18/02/2020 04:11:00,Confirm Purchase Order,Sean Manney,Supplier,780674.61,83649.26,AUS
281,20/02/2020 18:18:00,22/02/2020 17:33:00,Deliver Goods Services,Esmeralda Clay,Supplier,780674.61,83649.26,AUS
281,23/02/2020 01:21:00,23/02/2020 01:22:00,Release Purchase Order,Anne Olwada,Requester,780674.61,83649.26,AUS
281,23/02/2020 07:00:00,23/02/2020 07:01:00,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,780674.61,83649.26,AUS
281,23/02/2020 19:55:00,23/02/2020 19:55:00,Send invoice,Kiu Kan,Supplier,780674.61,83649.26,AUS
281,24/02/2020 10:14:00,24/02/2020 10:20:00,Release Supplier's Invoice,Pedro Alvares,Financial Manager,780674.61,83649.26,AUS
281,24/02/2020 10:20:00,24/02/2020 10:20:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,780674.61,83649.26,AUS
281,24/02/2020 11:04:00,24/02/2020 11:09:00,Pay invoice,Pedro Alvares,Financial Manager,780674.61,83649.26,AUS
1395,21/07/2020 09:15:00,21/07/2020 10:00:00,Create Purchase Requisition,Christian Francois,Requester,1367775.19,281071.85,SGP
1395,21/07/2020 20:50:00,21/07/2020 20:59:00,Analyze Purchase Requisition,Francis Odell,Requester Manager,1367775.19,281071.85,SGP
487,11/03/2020 05:38:00,11/03/2020 06:10:00,Create Purchase Requisition,Esmana Liubiata,Requester,651067.88,105498.0,NZL
487,11/03/2020 11:40:00,11/03/2020 11:49:00,Create Request for Quotation Requester,Clement Duchot,Requester,651067.88,105498.0,NZL
487,12/03/2020 05:41:00,12/03/2020 06:03:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,651067.88,105498.0,NZL
487,12/03/2020 14:57:00,12/03/2020 15:21:00,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,651067.88,105498.0,NZL
487,12/03/2020 19:52:00,13/03/2020 00:44:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,651067.88,105498.0,NZL
487,13/03/2020 07:40:00,13/03/2020 08:04:00,Analyze Quotation comparison Map,Miu Hanwan,Requester,651067.88,105498.0,NZL
487,13/03/2020 08:04:00,13/03/2020 08:04:00,Choose best option,Tesca Lobes,Requester,651067.88,105498.0,NZL
487,13/03/2020 11:06:00,13/03/2020 20:25:00,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,651067.88,105498.0,NZL
487,13/03/2020 21:29:00,13/03/2020 21:39:00,Create Purchase Order,Francois de Perrier,Purchasing Agent,651067.88,105498.0,NZL
487,14/03/2020 13:45:00,14/03/2020 14:09:00,Confirm Purchase Order,Carmen Finacse,Supplier,651067.88,105498.0,NZL
487,15/03/2020 07:41:00,16/03/2020 10:49:00,Deliver Goods Services,Sean Manney,Supplier,651067.88,105498.0,NZL
487,16/03/2020 19:11:00,16/03/2020 19:12:00,Release Purchase Order,Christian Francois,Requester,651067.88,105498.0,NZL
487,17/03/2020 03:03:00,17/03/2020 03:04:00,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,651067.88,105498.0,NZL
487,20/03/2020 02:39:00,20/03/2020 02:39:00,Send invoice,Esmeralda Clay,Supplier,651067.88,105498.0,NZL
487,20/03/2020 16:59:00,20/03/2020 17:01:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,651067.88,105498.0,NZL
487,20/03/2020 17:01:00,20/03/2020 17:01:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,651067.88,105498.0,NZL
487,20/03/2020 18:06:00,20/03/2020 18:18:00,Pay invoice,Karalda Nimwada,Financial Manager,651067.88,105498.0,NZL
280,07/02/2020 20:49:00,07/02/2020 20:58:00,Create Purchase Requisition,Anna Kaufmann,Requester,742674.48,82058.5,NZL
280,08/02/2020 02:25:00,08/02/2020 02:36:00,Create Request for Quotation Requester,Elvira Lores,Requester,742674.48,82058.5,NZL
280,09/02/2020 22:16:00,09/02/2020 22:43:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,742674.48,82058.5,NZL
280,10/02/2020 08:25:00,10/02/2020 09:04:00,Send Request for Quotation to Supplier,Magdalena Predutta,Purchasing Agent,742674.48,82058.5,NZL
280,10/02/2020 21:21:00,11/02/2020 00:44:00,Create Quotation comparison Map,Francois de Perrier,Purchasing Agent,742674.48,82058.5,NZL
280,11/02/2020 07:44:00,11/02/2020 08:07:00,Analyze Quotation comparison Map,Anne Olwada,Requester,742674.48,82058.5,NZL
280,11/02/2020 08:07:00,11/02/2020 08:07:00,Choose best option,Immanuel Karagianni,Requester,742674.48,82058.5,NZL
280,11/02/2020 13:15:00,11/02/2020 21:50:00,Settle conditions with supplier,Francois de Perrier,Purchasing Agent,742674.48,82058.5,NZL
280,12/02/2020 19:07:00,12/02/2020 19:18:00,Create Purchase Order,Karel de Groot,Purchasing Agent,742674.48,82058.5,NZL
280,13/02/2020 18:13:00,13/02/2020 18:40:00,Confirm Purchase Order,Kiu Kan,Supplier,742674.48,82058.5,NZL
280,16/02/2020 00:57:00,16/02/2020 19:02:00,Deliver Goods Services,Kiu Kan,Supplier,742674.48,82058.5,NZL
