Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Role,Invoice amount,Discount,Country
147,19/01/2020 13:34:00,19/01/2020 13:44:00,Create Request for Quotation Requester,Anna Kaufmann,Requester,505536.4,832.0,AUS
147,23/01/2020 03:28:00,23/01/2020 03:45:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,505536.4,832.0,AUS
147,23/01/2020 04:34:00,23/01/2020 04:39:00,Amend Request for Quotation Requester,Esmana Liubiata,Requester Manager,505536.4,832.0,AUS
147,23/01/2020 06:12:00,23/01/2020 06:20:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,505536.4,832.0,AUS
147,24/01/2020 02:20:00,24/01/2020 02:43:00,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,505536.4,832.0,AUS
147,24/01/2020 11:51:00,24/01/2020 13:49:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,505536.4,832.0,AUS
147,24/01/2020 20:24:00,24/01/2020 20:39:00,Analyze Quotation comparison Map,Anna Kaufmann,Requester,505536.4,832.0,AUS
147,24/01/2020 20:39:00,24/01/2020 20:39:00,Choose best option,Anna Kaufmann,Requester,505536.4,832.0,AUS
147,25/01/2020 06:39:00,25/01/2020 14:21:00,Settle conditions with supplier,Karel de Groot,Purchasing Agent,505536.4,832.0,AUS
147,25/01/2020 15:54:00,25/01/2020 16:02:00,Create Purchase Order,Karel de Groot,Purchasing Agent,505536.4,832.0,AUS
147,26/01/2020 05:16:00,26/01/2020 05:20:00,Confirm Purchase Order,Esmeralda Clay,Supplier,505536.4,832.0,AUS
147,27/01/2020 08:47:00,27/01/2020 21:49:00,Deliver Goods Services,Carmen Finacse,Supplier,505536.4,832.0,AUS
147,28/01/2020 05:43:00,28/01/2020 05:44:00,Release Purchase Order,Anna Kaufmann,Requester,505536.4,832.0,AUS
147,30/01/2020 09:41:00,30/01/2020 09:42:00,Approve Purchase Order for payment,Karel de Groot,Purchasing Agent,505536.4,832.0,AUS
147,31/01/2020 17:42:00,31/01/2020 17:42:00,Send invoice,Kiu Kan,Supplier,505536.4,832.0,AUS
147,01/02/2020 07:51:00,01/02/2020 07:54:00,Release Supplier's Invoice,Pedro Alvares,Financial Manager,505536.4,832.0,AUS
147,01/02/2020 07:54:00,01/02/2020 07:54:00,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,505536.4,832.0,AUS
147,01/02/2020 08:07:00,01/02/2020 08:21:00,Pay invoice,Karalda Nimwada,Financial Manager,505536.4,832.0,AUS
851,05/05/2020 18:44:00,05/05/2020 19:21:00,Create Purchase Requisition,Nico Ojenbeer,Requester,1073228.15,98515.68,JPN
851,06/05/2020 00:11:00,06/05/2020 00:19:00,Create Request for Quotation Requester,Tesca Lobes,Requester,1073228.15,98515.68,JPN
851,11/05/2020 04:03:00,11/05/2020 04:21:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,1073228.15,98515.68,JPN
149,19/01/2020 10:49:00,19/01/2020 11:12:00,Create Purchase Requisition,Clement Duchot,Requester,962148.13,79102.32,JPN
149,20/01/2020 11:14:00,20/01/2020 11:21:00,Analyze Purchase Requisition,Heinz Gutschmidt,Requester Manager,962148.13,79102.32,JPN
149,20/01/2020 11:28:00,20/01/2020 11:30:00,Create Request for Quotation Requester Manager,Heinz Gutschmidt,Requester Manager,962148.13,79102.32,JPN
149,22/01/2020 01:58:00,22/01/2020 02:16:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,962148.13,79102.32,JPN
149,22/01/2020 03:06:00,22/01/2020 03:15:00,Amend Request for Quotation Requester,Kim Passa,Requester Manager,962148.13,79102.32,JPN
149,23/01/2020 04:31:00,23/01/2020 04:53:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,962148.13,79102.32,JPN
149,23/01/2020 18:58:00,23/01/2020 19:25:00,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,962148.13,79102.32,JPN
149,23/01/2020 19:38:00,23/01/2020 20:26:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,962148.13,79102.32,JPN
149,24/01/2020 03:14:00,24/01/2020 03:22:00,Analyze Quotation comparison Map,Fjodor Kowalski,Requester,962148.13,79102.32,JPN
149,24/01/2020 03:22:00,24/01/2020 03:22:00,Choose best option,Elvira Lores,Requester,962148.13,79102.32,JPN
149,24/01/2020 14:19:00,24/01/2020 18:22:00,Settle conditions with supplier,Karel de Groot,Purchasing Agent,962148.13,79102.32,JPN
149,25/01/2020 02:02:00,25/01/2020 02:13:00,Create Purchase Order,Karel de Groot,Purchasing Agent,962148.13,79102.32,JPN
149,25/01/2020 10:33:00,25/01/2020 10:53:00,Confirm Purchase Order,Carmen Finacse,Supplier,962148.13,79102.32,JPN
149,26/01/2020 10:50:00,28/01/2020 08:39:00,Deliver Goods Services,Kiu Kan,Supplier,962148.13,79102.32,JPN
149,28/01/2020 15:59:00,28/01/2020 16:00:00,Release Purchase Order,Miu Hanwan,Requester,962148.13,79102.32,JPN
149,30/01/2020 03:56:00,30/01/2020 03:57:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,962148.13,79102.32,JPN
149,31/01/2020 17:29:00,31/01/2020 17:29:00,Send invoice,Kiu Kan,Supplier,962148.13,79102.32,JPN
149,01/02/2020 07:55:00,01/02/2020 07:59:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,962148.13,79102.32,JPN
149,01/02/2020 08:03:00,01/02/2020 08:03:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,962148.13,79102.32,JPN
149,01/02/2020 08:26:00,01/02/2020 08:30:00,Pay invoice,Karalda Nimwada,Financial Manager,962148.13,79102.32,JPN
856,06/05/2020 03:32:00,06/05/2020 04:07:00,Create Purchase Requisition,Tesca Lobes,Requester,1201683.97,140430.45,SGP
856,06/05/2020 21:53:00,06/05/2020 21:59:00,Analyze Purchase Requisition,Heinz Gutschmidt,Requester Manager,1201683.97,140430.45,SGP
856,06/05/2020 22:04:00,06/05/2020 22:06:00,Create Request for Quotation Requester Manager,Maris Freeman,Requester Manager,1201683.97,140430.45,SGP
856,10/05/2020 03:35:00,10/05/2020 04:09:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,1201683.97,140430.45,SGP
856,10/05/2020 04:55:00,10/05/2020 05:01:00,Amend Request for Quotation Requester,Fjodor Kowalski,Requester Manager,1201683.97,140430.45,SGP
856,11/06/2020 02:24:00,11/06/2020 02:53:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,1201683.97,140430.45,SGP
856,11/06/2020 18:57:00,11/06/2020 19:09:00,Amend Request for Quotation Requester Manager,Francis Odell,Requester Manager,1201683.97,140430.45,SGP
856,06/07/2020 08:49:00,06/07/2020 09:07:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,1201683.97,140430.45,SGP
856,07/07/2020 01:10:00,07/07/2020 01:36:00,Amend Request for Quotation Requester Manager,Heinz Gutschmidt,Requester Manager,1201683.97,140430.45,SGP
856,16/07/2020 06:17:00,16/07/2020 06:38:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,1201683.97,140430.45,SGP
856,16/07/2020 07:29:00,16/07/2020 07:43:00,Amend Request for Quotation Requester,Miu Hanwan,Requester Manager,1201683.97,140430.45,SGP
856,16/07/2020 16:36:00,16/07/2020 16:51:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,1201683.97,140430.45,SGP
856,16/07/2020 17:35:00,16/07/2020 17:41:00,Amend Request for Quotation Requester,Anne Olwada,Requester Manager,1201683.97,140430.45,SGP
856,18/07/2020 07:32:00,18/07/2020 08:04:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,1201683.97,140430.45,SGP
856,19/07/2020 07:46:00,19/07/2020 08:32:00,Send Request for Quotation to Supplier,Magdalena Predutta,Purchasing Agent,1201683.97,140430.45,SGP
856,19/07/2020 22:22:00,19/07/2020 23:23:00,Create Quotation comparison Map,Magdalena Predutta,Purchasing Agent,1201683.97,140430.45,SGP
856,20/07/2020 06:02:00,20/07/2020 06:26:00,Analyze Quotation comparison Map,Alberto Duport,Requester,1201683.97,140430.45,SGP
856,20/07/2020 06:26:00,20/07/2020 06:26:00,Choose best option,Immanuel Karagianni,Requester,1201683.97,140430.45,SGP
856,20/07/2020 08:29:00,20/07/2020 16:30:00,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,1201683.97,140430.45,SGP
856,20/07/2020 21:54:00,20/07/2020 22:02:00,Create Purchase Order,Magdalena Predutta,Purchasing Agent,1201683.97,140430.45,SGP
856,22/07/2020 16:43:00,22/07/2020 17:05:00,Confirm Purchase Order,Carmen Finacse,Supplier,1201683.97,140430.45,SGP
856,24/07/2020 09:39:00,24/07/2020 22:01:00,Deliver Goods Services,Carmen Finacse,Supplier,1201683.97,140430.45,SGP
856,25/07/2020 05:44:00,25/07/2020 05:45:00,Release Purchase Order,Tesca Lobes,Requester,1201683.97,140430.45,SGP
856,27/07/2020 07:14:00,27/07/2020 07:15:00,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,1201683.97,140430.45,SGP
856,01/08/2020 19:52:00,01/08/2020 19:52:00,Send invoice,Karen Clarens,Supplier,1201683.97,140430.45,SGP
856,02/08/2020 10:05:00,02/08/2020 10:07:00,Release Supplier's Invoice,Karalda Nimwada,Financial Manager,1201683.97,140430.45,SGP
856,02/08/2020 10:07:00,02/08/2020 10:07:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,1201683.97,140430.45,SGP
856,02/08/2020 10:12:00,02/08/2020 10:18:00,Pay invoice,Pedro Alvares,Financial Manager,1201683.97,140430.45,SGP
855,06/05/2020 01:54:00,06/05/2020 02:01:00,Create Purchase Requisition,Immanuel Karagianni,Requester,560224.56,62828.5,NZL
855,06/05/2020 16:20:00,06/05/2020 16:29:00,Analyze Purchase Requisition,Maris Freeman,Requester Manager,560224.56,62828.5,NZL
855,06/05/2020 16:36:00,06/05/2020 16:38:00,Create Request for Quotation Requester Manager,Francis Odell,Requester Manager,560224.56,62828.5,NZL
855,07/05/2020 05:16:00,07/05/2020 05:58:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,560224.56,62828.5,NZL
855,07/05/2020 21:58:00,07/05/2020 22:20:00,Amend Request for Quotation Requester Manager,Francis Odell,Requester Manager,560224.56,62828.5,NZL
855,31/05/2020 20:41:00,31/05/2020 21:25:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,560224.56,62828.5,NZL
855,31/05/2020 22:16:00,31/05/2020 22:31:00,Amend Request for Quotation Requester,Immanuel Karagianni,Requester Manager,560224.56,62828.5,NZL
855,07/06/2020 03:26:00,07/06/2020 03:36:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,560224.56,62828.5,NZL
855,07/06/2020 04:34:00,07/06/2020 04:47:00,Amend Request for Quotation Requester,Kim Passa,Requester Manager,560224.56,62828.5,NZL
855,08/07/2020 13:11:00,08/07/2020 13:37:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,560224.56,62828.5,NZL
855,09/07/2020 01:57:00,09/07/2020 02:17:00,Send Request for Quotation to Supplier,Francois de Perrier,Purchasing Agent,560224.56,62828.5,NZL
855,09/07/2020 10:04:00,09/07/2020 10:52:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,560224.56,62828.5,NZL
855,09/07/2020 17:28:00,09/07/2020 18:01:00,Analyze Quotation comparison Map,Penn Osterwalder,Requester,560224.56,62828.5,NZL
855,09/07/2020 18:01:00,09/07/2020 18:01:00,Choose best option,Fjodor Kowalski,Requester,560224.56,62828.5,NZL
855,11/07/2020 19:37:00,12/07/2020 00:01:00,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,560224.56,62828.5,NZL
855,12/07/2020 00:38:00,12/07/2020 00:48:00,Create Purchase Order,Magdalena Predutta,Purchasing Agent,560224.56,62828.5,NZL
855,19/07/2020 04:27:00,19/07/2020 04:59:00,Confirm Purchase Order,Sean Manney,Supplier,560224.56,62828.5,NZL
855,20/07/2020 17:28:00,22/07/2020 02:13:00,Deliver Goods Services,Kiu Kan,Supplier,560224.56,62828.5,NZL
855,22/07/2020 10:21:00,22/07/2020 10:22:00,Release Purchase Order,Immanuel Karagianni,Requester,560224.56,62828.5,NZL
855,22/07/2020 18:06:00,22/07/2020 18:07:00,Approve Purchase Order for payment,Francois de Perrier,Purchasing Agent,560224.56,62828.5,NZL
855,24/07/2020 22:01:00,24/07/2020 22:01:00,Send invoice,Carmen Finacse,Supplier,560224.56,62828.5,NZL
855,25/07/2020 12:20:00,25/07/2020 12:26:00,Release Supplier's Invoice,Pedro Alvares,Financial Manager,560224.56,62828.5,NZL
855,25/07/2020 12:26:00,25/07/2020 12:26:00,Authorize Supplier's Invoice payment,Karalda Nimwada,Financial Manager,560224.56,62828.5,NZL
855,25/07/2020 13:13:00,25/07/2020 13:19:00,Pay invoice,Karalda Nimwada,Financial Manager,560224.56,62828.5,NZL
950,17/05/2020 23:09:00,17/05/2020 23:48:00,Create Purchase Requisition,Elvira Lores,Requester,1274622.9,113942.25,AUS
950,18/05/2020 05:22:00,18/05/2020 05:34:00,Create Request for Quotation Requester,Esmana Liubiata,Requester,1274622.9,113942.25,AUS
950,28/05/2020 05:19:00,28/05/2020 05:39:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,1274622.9,113942.25,AUS
858,06/05/2020 17:31:00,06/05/2020 17:38:00,Create Purchase Requisition,Anne Olwada,Requester,974503.84,66870.46,NZL
858,06/05/2020 20:10:00,06/05/2020 20:24:00,Create Request for Quotation Requester,Kim Passa,Requester,974503.84,66870.46,NZL
858,06/06/2020 20:48:00,06/06/2020 21:12:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,974503.84,66870.46,NZL
858,06/06/2020 22:01:00,06/06/2020 22:14:00,Amend Request for Quotation Requester,Nico Ojenbeer,Requester Manager,974503.84,66870.46,NZL
858,15/06/2020 02:51:00,15/06/2020 02:51:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,974503.84,66870.46,NZL
858,15/06/2020 03:36:00,15/06/2020 03:43:00,Amend Request for Quotation Requester,Anne Olwada,Requester Manager,974503.84,66870.46,NZL
858,21/06/2020 20:26:00,21/06/2020 20:47:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,974503.84,66870.46,NZL
858,21/06/2020 21:44:00,21/06/2020 21:57:00,Amend Request for Quotation Requester,Fjodor Kowalski,Requester Manager,974503.84,66870.46,NZL
858,28/06/2020 18:21:00,28/06/2020 18:49:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,974503.84,66870.46,NZL
858,28/06/2020 19:43:00,28/06/2020 19:49:00,Amend Request for Quotation Requester,Alberto Duport,Requester Manager,974503.84,66870.46,NZL
858,27/07/2020 20:43:00,27/07/2020 21:21:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,974503.84,66870.46,NZL
858,27/07/2020 22:07:00,27/07/2020 22:15:00,Amend Request for Quotation Requester,Christian Francois,Requester Manager,974503.84,66870.46,NZL
858,28/07/2020 10:00:00,28/07/2020 10:21:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,974503.84,66870.46,NZL
1404,22/07/2020 02:38:00,22/07/2020 02:47:00,Create Purchase Requisition,Kim Passa,Requester,1114021.75,39832.19,AUS
1404,22/07/2020 05:04:00,22/07/2020 05:13:00,Create Request for Quotation Requester,Tesca Lobes,Requester,1114021.75,39832.19,AUS
1404,25/07/2020 19:52:00,25/07/2020 20:18:00,Analyze Request for Quotation,Karel de Groot,Purchasing Agent,1114021.75,39832.19,AUS
461,08/03/2020 08:56:00,08/03/2020 09:26:00,Create Purchase Requisition,Anna Kaufmann,Requester,247457.5,20981.39,NZL
461,08/03/2020 17:08:00,08/03/2020 17:19:00,Create Request for Quotation Requester,Tesca Lobes,Requester,247457.5,20981.39,NZL
461,09/03/2020 03:14:00,09/03/2020 03:25:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,247457.5,20981.39,NZL
461,10/03/2020 15:51:00,10/03/2020 16:14:00,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,247457.5,20981.39,NZL
461,11/03/2020 01:38:00,11/03/2020 06:46:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,247457.5,20981.39,NZL
461,11/03/2020 13:25:00,11/03/2020 13:36:00,Analyze Quotation comparison Map,Nico Ojenbeer,Requester,247457.5,20981.39,NZL
461,11/03/2020 13:36:00,11/03/2020 13:36:00,Choose best option,Miu Hanwan,Requester,247457.5,20981.39,NZL
461,13/03/2020 14:04:00,13/03/2020 23:21:00,Settle conditions with supplier,Magdalena Predutta,Purchasing Agent,247457.5,20981.39,NZL
461,14/03/2020 00:12:00,14/03/2020 00:19:00,Create Purchase Order,Magdalena Predutta,Purchasing Agent,247457.5,20981.39,NZL
461,15/03/2020 01:15:00,15/03/2020 01:48:00,Confirm Purchase Order,Sean Manney,Supplier,247457.5,20981.39,NZL
461,15/03/2020 17:42:00,17/03/2020 14:55:00,Deliver Goods Services,Esmeralda Clay,Supplier,247457.5,20981.39,NZL
461,17/03/2020 22:33:00,17/03/2020 22:34:00,Release Purchase Order,Fjodor Kowalski,Requester,247457.5,20981.39,NZL
461,18/03/2020 21:06:00,18/03/2020 21:07:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,247457.5,20981.39,NZL
461,23/03/2020 13:04:00,23/03/2020 13:04:00,Send invoice,Carmen Finacse,Supplier,247457.5,20981.39,NZL
461,24/03/2020 03:27:00,24/03/2020 03:29:00,Release Supplier's Invoice,Pedro Alvares,Financial Manager,247457.5,20981.39,NZL
461,24/03/2020 03:29:00,24/03/2020 03:29:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,247457.5,20981.39,NZL
461,24/03/2020 03:39:00,24/03/2020 03:48:00,Pay invoice,Pedro Alvares,Financial Manager,247457.5,20981.39,NZL
462,08/03/2020 09:49:00,08/03/2020 10:17:00,Create Purchase Requisition,Anna Kaufmann,Requester,1364266.98,64771.03,AUS
462,08/03/2020 14:48:00,08/03/2020 14:57:00,Create Request for Quotation Requester,Christian Francois,Requester,1364266.98,64771.03,AUS
462,09/03/2020 01:03:00,09/03/2020 01:26:00,Analyze Request for Quotation,Magdalena Predutta,Purchasing Agent,1364266.98,64771.03,AUS
462,09/03/2020 03:47:00,09/03/2020 04:12:00,Send Request for Quotation to Supplier,Karel de Groot,Purchasing Agent,1364266.98,64771.03,AUS
462,09/03/2020 04:43:00,09/03/2020 08:48:00,Create Quotation comparison Map,Karel de Groot,Purchasing Agent,1364266.98,64771.03,AUS
462,09/03/2020 15:49:00,09/03/2020 16:02:00,Analyze Quotation comparison Map,Tesca Lobes,Requester,1364266.98,64771.03,AUS
462,09/03/2020 16:02:00,09/03/2020 16:02:00,Choose best option,Fjodor Kowalski,Requester,1364266.98,64771.03,AUS
462,09/03/2020 19:17:00,10/03/2020 02:44:00,Settle conditions with supplier,Karel de Groot,Purchasing Agent,1364266.98,64771.03,AUS
462,10/03/2020 15:16:00,10/03/2020 15:24:00,Create Purchase Order,Karel de Groot,Purchasing Agent,1364266.98,64771.03,AUS
462,10/03/2020 21:59:00,10/03/2020 22:04:00,Confirm Purchase Order,Sean Manney,Supplier,1364266.98,64771.03,AUS
462,14/03/2020 07:07:00,14/03/2020 13:45:00,Deliver Goods Services,Carmen Finacse,Supplier,1364266.98,64771.03,AUS
462,14/03/2020 21:47:00,14/03/2020 21:48:00,Release Purchase Order,Anne Olwada,Requester,1364266.98,64771.03,AUS
462,15/03/2020 08:46:00,15/03/2020 08:47:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,1364266.98,64771.03,AUS
462,15/03/2020 16:23:00,15/03/2020 16:23:00,Send invoice,Carmen Finacse,Supplier,1364266.98,64771.03,AUS
462,16/03/2020 06:48:00,16/03/2020 06:54:00,Release Supplier's Invoice,Pedro Alvares,Financial Manager,1364266.98,64771.03,AUS
462,16/03/2020 06:54:00,16/03/2020 06:54:00,Authorize Supplier's Invoice payment,Pedro Alvares,Financial Manager,1364266.98,64771.03,AUS
462,16/03/2020 07:02:00,16/03/2020 07:08:00,Pay invoice,Karalda Nimwada,Financial Manager,1364266.98,64771.03,AUS
467,08/03/2020 18:59:00,08/03/2020 19:20:00,Create Purchase Requisition,Christian Francois,Requester,1061331.94,36949.13,AUS
467,09/03/2020 09:08:00,09/03/2020 09:12:00,Analyze Purchase Requisition,Maris Freeman,Requester Manager,1061331.94,36949.13,AUS
467,09/03/2020 09:18:00,09/03/2020 09:19:00,Create Request for Quotation Requester Manager,Heinz Gutschmidt,Requester Manager,1061331.94,36949.13,AUS
467,14/03/2020 07:13:00,14/03/2020 07:25:00,Analyze Request for Quotation,Francois de Perrier,Purchasing Agent,1061331.94,36949.13,AUS
467,14/03/2020 10:17:00,14/03/2020 10:46:00,Send Request for Quotation to Supplier,Magdalena Predutta,Purchasing Agent,1061331.94,36949.13,AUS
467,14/03/2020 17:49:00,14/03/2020 22:29:00,Create Quotation comparison Map,Francois de Perrier,Purchasing Agent,1061331.94,36949.13,AUS
467,15/03/2020 05:04:00,15/03/2020 05:27:00,Analyze Quotation comparison Map,Alberto Duport,Requester,1061331.94,36949.13,AUS
467,15/03/2020 05:27:00,15/03/2020 05:27:00,Choose best option,Tesca Lobes,Requester,1061331.94,36949.13,AUS
467,15/03/2020 09:42:00,15/03/2020 19:06:00,Settle conditions with supplier,Karel de Groot,Purchasing Agent,1061331.94,36949.13,AUS
467,16/03/2020 01:22:00,16/03/2020 01:32:00,Create Purchase Order,Karel de Groot,Purchasing Agent,1061331.94,36949.13,AUS
467,16/03/2020 10:59:00,16/03/2020 11:31:00,Confirm Purchase Order,Kiu Kan,Supplier,1061331.94,36949.13,AUS
467,18/03/2020 00:25:00,19/03/2020 08:39:00,Deliver Goods Services,Kiu Kan,Supplier,1061331.94,36949.13,AUS
467,19/03/2020 16:24:00,19/03/2020 16:25:00,Release Purchase Order,Alberto Duport,Requester,1061331.94,36949.13,AUS
467,19/03/2020 19:32:00,19/03/2020 19:33:00,Approve Purchase Order for payment,Magdalena Predutta,Purchasing Agent,1061331.94,36949.13,AUS
